date,trend,open,close,high,low,volume,onedaychgnet,twochgnet,twohmovavg,fiftydaymovavg,onehmovavg,twentydmovavg,thirtydaymovavg,tendaymoveavg,fivedaymovavg,sixtydaymovavg,fortydaymovavg,onehtwentymovavg,volatilitytenday,twohvolatility,bac,bmo,rbc,td,sptsx,spx,sh,nikkei,hs,oil,brasil,usdcad,usdcny,usdjpy
10/06/1997,0,16.9,16.8,16.9,16.625,4837276,-0.025,0.075,14.1087,15.9123,15.5265,16.0944,15.7558,16.4925,16.685,15.9475,15.7784,15.172,13.466,22.345,32.5,30.575,17.7125,12.8125,7168.38,972.69,1098.9,17824.78,14776.78,21.93,12688.29,1.3726,8.2845,121.98
10/07/1997,0,16.875,16.7125,16.875,16.65,2231452,-0.0875,-0.1125,14.1366,15.925,15.5495,16.1756,15.7879,16.5338,16.715,15.9571,15.7894,15.2045,14.187,22.36,33.0938,30.325,17.725,12.9,7209.93,983.12,1102.57,17511.19,14810.76,21.96,12480.85,1.3713,8.2845,122.43
10/08/1997,0,16.7125,16.6,16.7125,16.3625,4966396,-0.1125,-0.2,14.1637,15.935,15.5727,16.2444,15.8263,16.5563,16.7325,15.966,15.8016,15.2358,11.901,22.383,32.75,30.2,17.9125,12.7625,7193.5,973.84,1134.87,17619.18,14838.52,22.18,12432.74,1.3728,8.2843,121.13
10/09/1997,0,16.425,16.225,16.5,16.225,2279836,-0.375,-0.4875,14.1888,15.9308,15.5926,16.2956,15.8633,16.5638,16.6325,15.9617,15.8078,15.2646,18.141,22.478,32.7813,29.75,17.7125,12.475,7132.54,970.62,1122.47,17376.92,14273.12,22.12,12684.27,1.3739,8.2841,121.21
10/10/1997,1,16.0625,15.8625,16.0625,15.8125,2950104,-0.3625,-0.7375,14.2111,15.918,15.6094,16.325,15.8908,16.5263,16.44,15.9525,15.8063,15.2885,20.014,22.557,32.2813,29.3,17.475,12.25,7110.41,966.98,1130.79,17376.92,14273.12,22.1,12737.88,1.3783,8.2834,120.1
10/11/1997,1,16.0625,15.8625,16.0625,15.8125,2950104,-0.3625,-0.7375,14.2111,15.918,15.6094,16.325,15.8908,16.5263,16.44,15.9525,15.8063,15.2885,20.014,22.557,32.2813,29.3,17.475,12.25,7110.41,966.98,1130.79,17376.92,14273.12,22.1,12737.88,1.3783,8.2834,120.1
10/12/1997,1,16.0625,15.8625,16.0625,15.8125,2950104,-0.3625,-0.7375,14.2111,15.918,15.6094,16.325,15.8908,16.5263,16.44,15.9525,15.8063,15.2885,20.014,22.557,32.2813,29.3,17.475,12.25,7110.41,966.98,1130.79,17376.92,14273.12,22.1,12737.88,1.3783,8.2834,120.1
10/13/1997,1,16.0625,15.8625,16.0625,15.8125,2950104,-0.3625,-0.7375,14.2111,15.918,15.6094,16.325,15.8908,16.5263,16.44,15.9525,15.8063,15.2885,20.014,22.557,32.7813,29.3,17.475,12.25,7110.41,968.1,1119.82,17204.7,14072.9,21.32,12697.59,1.3808,8.2836,121.03
10/14/1997,1,15.9875,16.1375,16.1375,15.9375,2286728,0.275,-0.0875,14.2336,15.914,15.6285,16.3581,15.9292,16.4963,16.3075,15.9523,15.8203,15.3142,22.345,22.545,31.9375,29.5,17.65,12.3,7168.77,970.28,1117.93,17306.39,13836.56,20.7,12895.39,1.3817,8.2835,121.46
10/15/1997,1,16.125,16.0625,16.1625,16.025,1739376,-0.075,0.2,14.2566,15.9083,15.6452,16.365,15.9629,16.4463,16.1775,15.9558,15.8344,15.339,22.365,22.537,31.4063,29.075,17.6,12.1,7128.9,965.72,1125.78,17331.37,13384.24,20.57,12830.4,1.3862,8.2835,121.02
10/16/1997,1,16.25,16,16.3125,15.8875,3871000,-0.0625,-0.1375,14.2796,15.8998,15.6582,16.3631,15.9963,16.395,16.0575,15.9548,15.8406,15.3643,20.215,22.546,31.6563,28.925,17.5375,12,7092.12,955.23,1150.31,17707.49,13567.26,20.97,12578.18,1.3865,8.2835,119.76
10/17/1997,0,15.8625,15.8625,15.8875,15.6125,3749444,-0.1375,-0.2,14.3019,15.8773,15.6695,16.3475,16.0342,16.3088,15.985,15.9504,15.8366,15.3898,19.155,22.572,31.0313,28.775,17.5,11.85,7036.5,944.16,1176.49,17478.42,13601.01,20.59,12487.76,1.3863,8.2835,120.97
10/18/1997,0,15.8625,15.8625,15.8875,15.6125,3749444,-0.1375,-0.2,14.3019,15.8773,15.6695,16.3475,16.0342,16.3088,15.985,15.9504,15.8366,15.3898,19.155,22.572,31.0313,28.775,17.5,11.85,7036.5,944.16,1176.49,17478.42,13601.01,20.59,12487.76,1.3863,8.2835,120.97
10/19/1997,0,15.8625,15.8625,15.8875,15.6125,3749444,-0.1375,-0.2,14.3019,15.8773,15.6695,16.3475,16.0342,16.3088,15.985,15.9504,15.8366,15.3898,19.155,22.572,31.0313,28.775,17.5,11.85,7036.5,944.16,1176.49,17478.42,13601.01,20.59,12487.76,1.3863,8.2835,120.97
10/20/1997,0,15.8625,16.2,16.275,15.75,4107432,0.3375,0.2,14.3255,15.865,15.6861,16.3481,16.0858,16.2463,16.0525,15.9544,15.8484,15.4157,24.245,22.681,31,29.45,17.8625,12.1875,7075.43,955.61,1187.37,17294.51,12970.88,20.7,12703.91,1.3845,8.284,121.15
10/21/1997,0,16.25,16.6125,16.6625,16.2,2411560,0.4125,0.75,14.3511,15.8683,15.71,16.36,16.1388,16.2275,16.1475,15.9648,15.8738,15.4436,28.825,22.818,31.5313,30.1,18.275,12.5625,7137.27,972.28,1191.87,17210.09,12403.1,20.67,13015.79,1.39,8.2832,120.91
10/22/1997,0,16.6125,16.7125,16.7375,16.375,4111868,0.1,0.5125,14.3776,15.877,15.734,16.3806,16.1929,16.2275,16.2775,15.9754,15.8978,15.47,28.765,22.807,31.2188,30.475,18.425,12.75,7163.76,968.49,1177.52,17687.61,11637.77,21.42,12955.6,1.3916,8.283,120.65
10/23/1997,0,16.25,16.45,16.75,16.25,3577804,-0.2625,-0.1625,14.4031,15.8838,15.754,16.3844,16.2338,16.2125,16.3675,15.9813,15.9228,15.4917,27.092,22.841,30.9375,30.5,18.6,12.7375,7073.8,950.69,1173.36,17151.55,10426.3,21.09,11899.31,1.3909,8.2836,121.9
10/24/1997,0,16.575,16.3875,16.625,16.2,3743420,-0.0625,-0.325,14.429,15.892,15.7719,16.3963,16.2733,16.2288,16.4725,15.9804,15.9547,15.5139,23.266,22.846,30.875,30.625,18.675,12.675,7033.49,941.64,1178.31,17363.74,11144.34,20.97,11545.27,1.3918,8.2833,121.93
10/25/1997,0,16.575,16.3875,16.625,16.2,3743420,-0.0625,-0.325,14.429,15.892,15.7719,16.3963,16.2733,16.2288,16.4725,15.9804,15.9547,15.5139,23.266,22.846,30.875,30.625,18.675,12.675,7033.49,941.64,1178.31,17363.74,11144.34,20.97,11545.27,1.3918,8.2833,121.93
10/26/1997,1,16.575,16.3875,16.625,16.2,3743420,-0.0625,-0.325,14.429,15.892,15.7719,16.3963,16.2733,16.2288,16.4725,15.9804,15.9547,15.5139,23.266,22.846,30.875,30.625,18.675,12.675,7033.49,941.64,1178.31,17363.74,11144.34,20.97,11545.27,1.3918,8.2833,121.93
10/27/1997,1,16.2625,15.5,16.4375,15.5,3990544,-0.8875,-0.95,14.4501,15.8835,15.7801,16.3594,16.2808,16.1925,16.3325,15.9638,15.9663,15.5295,37.848,23.768,28.8438,28.5,18,11.95,6599.24,876.99,1235.83,17038.36,10498.2,21.07,9816.81,1.4055,8.2834,122.03
10/28/1997,1,14.675,15.85,15.875,14.675,15762076,0.35,-0.5375,14.4726,15.889,15.7917,16.33,16.2933,16.1638,16.18,15.9556,15.9878,15.5486,40.494,23.885,29.6563,29.4,18.425,12.3125,6736.31,921.85,1177.92,16312.69,9059.89,20.46,10447.32,1.4006,8.283,120.73
10/29/1997,1,16.15,16.1875,16.35,16,3691720,0.3375,0.6875,14.4966,15.9028,15.8044,16.3113,16.3021,16.1763,16.075,15.9529,16.0163,15.5695,42.197,23.953,30.5625,30.225,19,12.625,6844.99,919.16,1184.09,16857.04,10765.3,20.71,9818.15,1.4023,8.2832,120.8
10/30/1997,1,16,15.875,16.1375,15.825,5824336,-0.3125,0.025,14.5183,15.9053,15.8166,16.2794,16.2967,16.1638,15.96,15.9438,16.0381,15.586,43.414,24.052,29.25,30.05,18.825,12.7,6783.68,903.68,1174.85,16364.94,10362.86,21.22,8854.75,1.4089,8.2836,119.99
10/31/1997,1,16.1875,15.5375,16.1875,15.45,10295152,-0.3375,-0.65,14.5377,15.8955,15.8262,16.22,16.2754,16.1313,15.79,15.9196,16.0584,15.5976,42.753,24.183,29.9063,30.425,18.8375,12.9125,6842.36,914.62,1180.39,16458.94,10623.78,21.08,8986.33,1.4083,8.2834,120.48
11/01/1997,1,16.1875,15.5375,16.1875,15.45,10295152,-0.3375,-0.65,14.5377,15.8955,15.8262,16.22,16.2754,16.1313,15.79,15.9196,16.0584,15.5976,42.753,24.183,29.9063,30.425,18.8375,12.9125,6842.36,914.62,1180.39,16458.94,10623.78,21.08,8986.33,1.4083,8.2834,120.48
11/02/1997,1,16.1875,15.5375,16.1875,15.45,10295152,-0.3375,-0.65,14.5377,15.8955,15.8262,16.22,16.2754,16.1313,15.79,15.9196,16.0584,15.5976,42.753,24.183,29.9063,30.425,18.8375,12.9125,6842.36,914.62,1180.39,16458.94,10623.78,21.08,8986.33,1.4083,8.2834,120.48
11/03/1997,1,15.7375,15.7,15.8,15.65,10074672,0.1625,-0.175,14.5582,15.895,15.8391,16.1638,16.2592,16.0813,15.83,15.901,16.0847,15.6107,40.066,24.204,30.9688,31.6,19,13.35,6945.83,938.99,1180.85,16458.94,11255.11,20.96,9858.04,1.4053,8.2829,121.4
11/04/1997,1,15.675,15.875,15.9,15.625,6762328,0.175,0.3375,14.5796,15.9005,15.8511,16.1175,16.2425,16.0075,15.835,15.8915,16.1059,15.625,40.661,24.225,31.1563,31.7,18.8625,13.35,6927.06,940.76,1184.7,16500.1,10780.78,20.7,10254.14,1.4011,8.2826,121.89
11/05/1997,1,15.975,15.9625,16.1125,15.775,3997584,0.0875,0.2625,14.6011,15.9048,15.8641,16.08,16.2313,15.9325,15.79,15.8863,16.1278,15.6379,40.551,24.229,31,32.45,19,13.5,6976.63,942.76,1194.04,16448.05,10681.75,20.31,9988.37,1.3983,8.2822,123.13
11/06/1997,1,15.9625,16.35,16.45,15.9125,6534900,0.3875,0.475,14.6244,15.9228,15.881,16.0675,16.2304,15.9225,15.885,15.8902,16.1559,15.6552,43.118,24.36,30.75,33.25,19.225,13.525,6961.53,938.03,1181.12,16533.87,10412.56,20.39,9434.65,1.3989,8.282,123.4
11/07/1997,1,16.1125,16.0125,16.325,15.925,9523496,-0.3375,0.05,14.6457,15.9408,15.8955,16.0569,16.2258,15.885,15.98,15.8908,16.1763,15.67,30.903,24.49,30.4688,32.675,18.9,13.4,6851.74,927.51,1195.14,15836.36,10104.5,20.77,8832.62,1.4092,8.2817,124.26
11/08/1997,1,16.1125,16.0125,16.325,15.925,9523496,-0.3375,0.05,14.6457,15.9408,15.8955,16.0569,16.2258,15.885,15.98,15.8908,16.1763,15.67,30.903,24.49,30.4688,32.675,18.9,13.4,6851.74,927.51,1195.14,15836.36,10104.5,20.77,8832.62,1.4092,8.2817,124.26
11/09/1997,1,16.1125,16.0125,16.325,15.925,9523496,-0.3375,0.05,14.6457,15.9408,15.8955,16.0569,16.2258,15.885,15.98,15.8908,16.1763,15.67,30.903,24.49,30.4688,32.675,18.9,13.4,6851.74,927.51,1195.14,15836.36,10104.5,20.77,8832.62,1.4092,8.2817,124.26
11/10/1997,1,16.2625,15.725,16.2625,15.7125,3103376,-0.2875,-0.625,14.6658,15.9545,15.909,16.05,16.2088,15.9075,15.985,15.8875,16.1875,15.6828,30.587,24.56,29.875,32.4,18.6,13.1875,6819.03,921.13,1185.78,15697.2,9992.84,20.4,9006.07,1.4072,8.2813,124.33
11/11/1997,1,15.7,15.475,15.7,15.4625,4641976,-0.25,-0.5375,14.6851,15.9643,15.92,16.0169,16.1767,15.87,15.905,15.8858,16.1875,15.6932,28.353,24.628,29.5,32.25,18.525,13,6786.52,923.78,1186.63,15867.23,10004.13,20.51,8710.84,1.4077,8.281,124.86
11/12/1997,1,15.4125,15.3375,15.4625,15.3375,7542564,-0.1375,-0.3875,14.7033,15.97,15.9287,15.9806,16.1358,15.785,15.78,15.8831,16.1728,15.7011,27.14,24.633,29.1875,31.7,18.225,12.8,6648.16,905.96,1174.19,15434.17,9607.91,20.49,7822.01,1.409,8.2808,126.45
11/13/1997,1,15.375,15.4875,15.5125,15.225,2489384,0.15,0.0125,14.7216,15.9798,15.9391,15.955,16.1017,15.7463,15.6075,15.8788,16.1591,15.7077,25.686,24.645,29.7188,31.8,18.3125,12.7,6702.75,916.66,1185.02,15427.27,9720.78,20.7,8072.03,1.409,8.2805,125.73
11/14/1997,1,15.525,15.7375,15.75,15.45,2164716,0.25,0.4,14.7408,16,15.9464,15.9488,16.0688,15.7663,15.5525,15.874,16.1481,15.716,26.61,24.579,30,32.3,18.7125,12.8875,6726.18,928.35,1197.83,15082.52,9957.33,21,8731.79,1.4129,8.2806,125.4
11/15/1997,1,15.525,15.7375,15.75,15.45,2164716,0.25,0.4,14.7408,16,15.9464,15.9488,16.0688,15.7663,15.5525,15.874,16.1481,15.716,26.61,24.579,30,32.3,18.7125,12.8875,6726.18,928.35,1197.83,15082.52,9957.33,21,8731.79,1.4129,8.2806,125.4
11/16/1997,1,15.525,15.7375,15.75,15.45,2164716,0.25,0.4,14.7408,16,15.9464,15.9488,16.0688,15.7663,15.5525,15.874,16.1481,15.716,26.61,24.579,30,32.3,18.7125,12.8875,6726.18,928.35,1197.83,15082.52,9957.33,21,8731.79,1.4129,8.2806,125.4
11/17/1997,0,16,16.25,16.2625,16,5852672,0.5125,0.7625,14.7612,16.032,15.9546,15.9513,16.0496,15.8213,15.6575,15.8827,16.1497,15.7303,31.344,24.664,30.6563,33.15,19.375,13.375,6798.6,946.2,1191.33,16283.32,10419.75,20.26,9083.35,1.4167,8.2805,125.78
11/18/1997,0,16.225,16.075,16.2875,16.05,2694108,-0.175,0.3375,14.7791,16.053,15.9616,15.9244,16.0254,15.8413,15.7775,15.8906,16.1422,15.7457,32.072,24.703,30.125,32.725,19.3,13.2,6752.23,938.23,1183.35,16726.57,10245.18,20.04,9027.74,1.4141,8.2804,126.13
11/19/1997,1,16,16.25,16.25,15.9625,1478672,0.175,0,14.7978,16.0763,15.9716,15.9013,16.01,15.87,15.96,15.899,16.1409,15.7619,29.668,24.713,30.4375,32.5,19.3875,13.0125,6719.29,944.59,1181.63,15842.46,10154.36,19.8,9332.21,1.416,8.28,126.91
11/20/1997,1,16.2875,16.4625,16.5,16.2875,2709120,0.2125,0.3875,14.818,16.101,15.985,15.9019,16.0054,15.8813,16.155,15.9158,16.1431,15.7786,27.699,24.614,30.7188,32.85,19.875,13.2375,6763.93,958.98,1172.43,16308.49,10050.68,19.16,9188.54,1.4193,8.28,125.98
11/21/1997,1,16.5625,16.55,16.65,16.425,3392188,0.0875,0.3,14.8371,16.128,15.9942,15.91,16.0163,15.935,16.3175,15.9398,16.1531,15.7949,24.557,24.577,31.0938,33.25,20.1875,13.5875,6773.93,963.09,1158.56,16721.58,10548.2,19.76,9422.09,1.4179,8.2802,126.37
11/22/1997,1,16.5625,16.55,16.65,16.425,3392188,0.0875,0.3,14.8371,16.128,15.9942,15.91,16.0163,15.935,16.3175,15.9398,16.1531,15.7949,24.557,24.577,31.0938,33.25,20.1875,13.5875,6773.93,963.09,1158.56,16721.58,10548.2,19.76,9422.09,1.4179,8.2802,126.37
11/23/1997,1,16.5625,16.55,16.65,16.425,3392188,0.0875,0.3,14.8371,16.128,15.9942,15.91,16.0163,15.935,16.3175,15.9398,16.1531,15.7949,24.557,24.577,31.0938,33.25,20.1875,13.5875,6773.93,963.09,1158.56,16721.58,10548.2,19.76,9422.09,1.4179,8.2802,126.37
11/24/1997,1,16.475,16.4625,16.5,16.3625,2736724,-0.0875,0,14.8549,16.1518,16.0002,15.9581,16.0363,16.0088,16.36,15.9635,16.1588,15.8098,22.021,24.472,30.5625,33.35,20.2125,13.475,6724.57,946.67,1124.94,16721.58,10586.36,19.83,9070.02,1.421,8.2801,126.93
11/25/1997,1,16.4,16.2,16.5,16.0375,4189968,-0.2625,-0.35,14.87,16.1663,16.002,15.9756,16.0383,16.0813,16.385,15.9838,16.1528,15.8224,23.939,24.546,30.8438,32.5,19.95,13.2375,6630.52,950.82,1125.53,15867.53,10325.56,19.73,9150.75,1.4176,8.2802,127.36
11/26/1997,1,16.3375,15.85,16.3375,15.825,2397564,-0.35,-0.6125,14.8835,16.1648,16.0002,15.9588,16.0313,16.1325,16.305,15.9971,16.135,15.8301,28.038,24.674,30.0625,30.95,19.6,12.7125,6505.37,951.64,1143.82,16045.55,10590.11,19.15,9372.76,1.4248,8.2801,127.14
11/27/1997,1,15.875,15.55,15.9,15.5125,3534392,-0.3,-0.65,14.895,16.155,15.9936,15.9425,16.0163,16.1388,16.1225,16.0063,16.1109,15.8376,28.907,24.746,30.0625,30.525,19.175,12.6,6449.96,951.64,1122.52,16603.2,10583.1,19.15,9619.11,1.4248,8.2798,126.87
11/28/1997,1,15.5,15.6,15.65,15.4375,2904548,0.05,-0.25,14.9074,16.1435,15.9881,15.9456,16.0075,16.125,15.9325,16.0208,16.0828,15.8461,21.218,24.739,30.0313,30.475,19.05,12.6125,6512.78,955.4,1139.63,16636.26,10526.92,19.15,9394.78,1.4229,8.28,127.85
11/29/1997,1,15.5,15.6,15.65,15.4375,2904548,0.05,-0.25,14.9074,16.1435,15.9881,15.9456,16.0075,16.125,15.9325,16.0208,16.0828,15.8461,21.218,24.739,30.0313,30.475,19.05,12.6125,6512.78,955.4,1139.63,16636.26,10526.92,19.15,9394.78,1.4229,8.28,127.85
11/30/1997,1,15.5,15.6,15.65,15.4375,2904548,0.05,-0.25,14.9074,16.1435,15.9881,15.9456,16.0075,16.125,15.9325,16.0208,16.0828,15.8461,21.218,24.739,30.0313,30.475,19.05,12.6125,6512.78,955.4,1139.63,16636.26,10526.92,19.15,9394.78,1.4229,8.28,127.85
12/01/1997,1,15.7125,16.0875,16.1,15.7,5136308,0.4875,0.5375,14.9226,16.1415,15.988,15.965,16.0038,16.1088,15.8575,16.0448,16.0644,15.8601,27.928,24.962,30.6875,31.925,19.7125,13.1875,6623.87,974.78,1133.09,17007.59,10750.88,18.66,9648.49,1.4224,8.2796,128.68
12/02/1997,1,16.0875,16.225,16.55,16.0875,7342024,0.1375,0.625,14.938,16.1385,15.9885,15.9825,15.9908,16.1238,15.8625,16.0648,16.05,15.873,27.665,24.965,30.8438,32.25,20.0875,13.35,6667.46,971.68,1130.17,16910.29,11216.35,18.76,9964.3,1.4188,8.2799,128.66
12/03/1997,0,16.25,16.2,16.3,16.05,5739768,-0.025,0.1125,14.9536,16.1365,15.9891,15.9944,15.9738,16.1188,15.9325,16.0833,16.0372,15.8858,26.496,24.846,30.9375,32.075,20.05,13.225,6681.15,976.77,1122.55,16585.51,11207.58,18.8,9991.72,1.4195,8.2801,128.65
12/04/1997,0,16.25,16.1875,16.25,16.1625,2038336,-0.0125,-0.0375,14.9705,16.1328,15.9904,15.9863,15.965,16.0913,16.06,16.0994,16.0269,15.8985,26.167,24.837,30.5,32.025,19.975,13.15,6662.31,973.1,1135.87,16306.79,11474.94,18.6,10046.34,1.4223,8.28,129.38
12/05/1997,0,16,16.475,16.5,15.9375,4419124,0.2875,0.275,14.9891,16.1393,15.9902,16.0094,15.9679,16.0838,16.235,16.1206,16.0331,15.9145,28.178,24.873,30.5,32.15,20.1375,13.325,6724.37,983.79,1136.2,16424.48,11527.6,18.71,10080.05,1.4243,8.28,130.32
12/06/1997,0,16,16.475,16.5,15.9375,4419124,0.2875,0.275,14.9891,16.1393,15.9902,16.0094,15.9679,16.0838,16.235,16.1206,16.0331,15.9145,28.178,24.873,30.5,32.15,20.1375,13.325,6724.37,983.79,1136.2,16424.48,11527.6,18.71,10080.05,1.4243,8.28,130.32
12/07/1997,0,16,16.475,16.5,15.9375,4419124,0.2875,0.275,14.9891,16.1393,15.9902,16.0094,15.9679,16.0838,16.235,16.1206,16.0331,15.9145,28.178,24.873,30.5,32.15,20.1375,13.325,6724.37,983.79,1136.2,16424.48,11527.6,18.71,10080.05,1.4243,8.28,130.32
12/08/1997,0,16.75,16.975,17.05,16.75,5008132,0.5,0.7875,15.0094,16.154,15.9959,16.0719,16.0171,16.135,16.4125,16.149,16.0609,15.9361,30.359,24.954,31.0625,32.9,19.9625,13.475,6787.71,982.37,1139.36,16131.57,11722.94,18.84,10078.91,1.4214,8.28,130.58
12/09/1997,0,16.975,17.225,17.325,16.9375,2220516,0.25,0.75,15.0294,16.1698,16.0066,16.1594,16.0629,16.2375,16.6125,16.1781,16.0881,15.9599,25.789,24.988,31.375,33.575,20.05,13.675,6766.99,975.78,1148.17,16686.51,11490.66,18.67,9840.07,1.4228,8.28,129.74
12/10/1997,0,17.025,17.175,17.325,17.025,1475272,-0.05,0.2,15.0496,16.182,16.0199,16.2513,16.0958,16.37,16.8075,16.199,16.1159,15.9825,21.031,24.949,31.0625,33.425,20.0375,13.675,6754.53,969.79,1157.84,16478.12,11022.41,18.14,9461.53,1.4244,8.28,129.43
12/11/1997,0,17,16.875,17,16.775,2859792,-0.3,-0.35,15.0689,16.1893,16.028,16.3206,16.1292,16.5025,16.945,16.2129,16.1378,16.0027,25.956,25.044,31.1875,32.625,19.525,13.375,6644.93,954.94,1159.17,16050.15,10420.22,18.15,9108.68,1.4275,8.2796,129.65
12/12/1997,0,16.8,16.95,16.95,16.5625,2061468,0.075,-0.225,15.0886,16.1938,16.0362,16.3813,16.1763,16.6375,17.04,16.2258,16.165,16.0189,22.288,25.046,31.0313,32.9,19.275,13.525,6641.89,953.39,1153.84,15904.3,10614.66,18.21,9146.86,1.4202,8.2793,130.33
12/13/1997,0,16.8,16.95,16.95,16.5625,2061468,0.075,-0.225,15.0886,16.1938,16.0362,16.3813,16.1763,16.6375,17.04,16.2258,16.165,16.0189,22.288,25.046,31.0313,32.9,19.275,13.525,6641.89,953.39,1153.84,15904.3,10614.66,18.21,9146.86,1.4202,8.2793,130.33
12/14/1997,0,16.8,16.95,16.95,16.5625,2061468,0.075,-0.225,15.0886,16.1938,16.0362,16.3813,16.1763,16.6375,17.04,16.2258,16.165,16.0189,22.288,25.046,31.0313,32.9,19.275,13.525,6641.89,953.39,1153.84,15904.3,10614.66,18.21,9146.86,1.4202,8.2793,130.33
12/15/1997,0,17.1125,16.85,17.1125,16.8,1578608,-0.1,-0.025,15.1076,16.1943,16.0451,16.4113,16.2146,16.7138,17.015,16.2369,16.1813,16.0307,23.055,25.06,32.0098,32.8,19.3875,13.5875,6584.7,963.39,1168.03,15909.39,10435.15,18.17,9550.84,1.4211,8.2788,130.88
12/16/1997,0,16.875,16.65,16.875,16.525,2870160,-0.2,-0.3,15.1256,16.1913,16.0517,16.44,16.2404,16.7563,16.9,16.2415,16.1822,16.0414,24.527,24.961,31.375,32.5,19.525,13.55,6567.43,968.04,1174.8,15985.21,10346.38,18.17,9742.76,1.4258,8.279,130.73
12/17/1997,1,16.7375,16.4,16.7375,16.3875,3181368,-0.25,-0.45,15.1408,16.185,16.055,16.4475,16.255,16.7763,16.745,16.2431,16.1744,16.0509,26.395,24.98,31.0645,31.875,19.3125,13.45,6625.49,965.54,1146.52,16541.06,10692.7,18.19,9853.6,1.4216,8.2791,127.13
12/18/1997,1,16.4375,16.25,16.4375,16.2375,3759492,-0.15,-0.4,15.1541,16.178,16.0565,16.4369,16.2517,16.7825,16.62,16.241,16.1694,16.0603,24.955,24.847,30.875,31.375,19.0125,13.4875,6594.94,955.3,1154.17,16161.64,10754.11,18.52,9482.84,1.4268,8.2792,128.45
12/19/1997,1,16.225,16.1625,16.225,15.8875,3989596,-0.0875,-0.2375,15.1653,16.1768,16.0537,16.4175,16.2567,16.7513,16.4625,16.2413,16.1638,16.0648,16.176,24.703,29.5625,30.95,18.7375,13.35,6535.34,946.78,1160.77,15314.89,10405.81,18.39,9139.01,1.4318,8.2797,129.4
12/20/1997,1,16.225,16.1625,16.225,15.8875,3989596,-0.0875,-0.2375,15.1653,16.1768,16.0537,16.4175,16.2567,16.7513,16.4625,16.2413,16.1638,16.0648,16.176,24.703,29.5625,30.95,18.7375,13.35,6535.34,946.78,1160.77,15314.89,10405.81,18.39,9139.01,1.4318,8.2797,129.4
12/21/1997,0,16.225,16.1625,16.225,15.8875,3989596,-0.0875,-0.2375,15.1653,16.1768,16.0537,16.4175,16.2567,16.7513,16.4625,16.2413,16.1638,16.0648,16.176,24.703,29.5625,30.95,18.7375,13.35,6535.34,946.78,1160.77,15314.89,10405.81,18.39,9139.01,1.4318,8.2797,129.4
12/22/1997,0,16.15,16.3,16.5,16.15,1825876,0.1375,0.05,15.1754,16.1855,16.0517,16.4094,16.2758,16.6838,16.3525,16.2423,16.1838,16.0684,13.87,24.399,30,31.15,19.3,13.3625,6595.53,953.7,1169.01,14799.4,10172.47,18.39,9494.45,1.4339,8.2798,130.33
12/23/1997,0,16.4375,16,16.4375,15.75,2634896,-0.3,-0.1625,15.1864,16.1828,16.0484,16.3994,16.2933,16.5613,16.2225,16.235,16.1875,16.0682,15.181,24.457,30,30.625,18.8125,13.2,6553.05,939.13,1171.25,14799.4,10368.1,18.33,9554.23,1.4382,8.28,129.51
12/24/1997,1,16.0625,15.75,16.0625,15.7,1179368,-0.25,-0.55,15.197,16.1765,16.0424,16.3944,16.3071,16.4188,16.0925,16.2215,16.1766,16.0659,14.819,24.43,29.25,30.125,18.475,13.0625,6539.5,932.7,1169.66,14924.98,10342.44,18.35,9554.23,1.4345,8.2797,129.78
12/25/1997,1,16.0625,15.75,16.0625,15.7,1179368,-0.25,-0.55,15.197,16.1765,16.0424,16.3944,16.3071,16.4188,16.0925,16.2215,16.1766,16.0659,14.819,24.43,29.25,30.125,18.475,13.0625,6539.5,932.7,1181.28,15300.1,10342.44,18.35,9554.23,1.4345,8.2793,130.03
12/26/1997,1,16.0625,15.75,16.0625,15.7,1179368,-0.25,-0.55,15.197,16.1765,16.0424,16.3944,16.3071,16.4188,16.0925,16.2215,16.1766,16.0659,14.819,24.43,29.7813,30.125,18.475,13.0625,6539.5,936.46,1191.92,14802.6,10342.44,18.2,9794.83,1.4353,8.2794,130.18
12/27/1997,1,16.0625,15.75,16.0625,15.7,1179368,-0.25,-0.55,15.197,16.1765,16.0424,16.3944,16.3071,16.4188,16.0925,16.2215,16.1766,16.0659,14.819,24.43,29.7813,30.125,18.475,13.0625,6539.5,936.46,1191.92,14802.6,10342.44,18.2,9794.83,1.4353,8.2794,130.18
12/28/1997,1,16.0625,15.75,16.0625,15.7,1179368,-0.25,-0.55,15.197,16.1765,16.0424,16.3944,16.3071,16.4188,16.0925,16.2215,16.1766,16.0659,14.819,24.43,29.7813,30.125,18.475,13.0625,6539.5,936.46,1191.92,14802.6,10342.44,18.2,9794.83,1.4353,8.2794,130.18
12/29/1997,1,15.9875,16.4,16.5125,15.9375,2055704,0.65,0.4,15.2121,16.1845,16.0421,16.4369,16.3375,16.3713,16.1225,16.2196,16.1897,16.0675,29.62,24.846,30.125,31.35,18.9625,13.4125,6649.96,953.35,1186.61,14775.22,10502.99,17.62,10051.86,1.4395,8.2794,129.61
12/30/1997,0,16.5,16.6875,16.6875,16.5,2891636,0.2875,0.9375,15.2284,16.201,16.0391,16.4913,16.3692,16.345,16.2275,16.219,16.2184,16.072,31.623,24.882,30.6875,31.775,18.9625,13.475,6691.21,970.84,1181.14,15258.74,10755.21,17.6,10196.55,1.4324,8.2796,130.1
